date,username,comment,processed_comment
2022-08-21 11:50:34,@sandwichtv2164,"Congratulation operator : you&#39;ve reached an other level of educational content in term of quality. 👍<br>Each phrase is perfect, each animation is adequat, each explanation is clear.<br><br>PS : Moreover, you&#39;ve given an opportunity to anybody who ever wanted to understand electromagnetic waves generation to finally get it.",congratul oper youv reach level educ content term qualiti phrase perfect anim adequat explan clearp moreov youv given opportun anybodi ever want understand electromagnet wave gener final get
2022-08-21 11:47:03,@SakuraiEvsa,"I&#39;ve been reading about 5G lately and found out that it has directional antenna called phased array antenna to work without any moving part. <br>I found a lot of mathematic and it really-really hard to understand, this video however especially the beam-forming clear up so much my confusion.",ive read g late found direct antenna call phase array antenna work without move part found lot mathemat reallyr hard understand video howev especi beamform clear much confus
2022-08-21 11:30:05,@kvnptl4400,🌠This is a tremendous amount of engineering put into one small device. Incredible technology. Hats off to the Branch Education channel creators for explaining this with awesome visuals.🌟🌟🌟,tremend amount engin put one small devic incred technolog hat branch educ channel creator explain awesom visual
2022-08-21 11:29:56,@CoolMusicToMyEars,"Very well put together ❤ from a Aerospace Defence Hardware Test Consultant 👏 👍 <br>I worked on High Frequency RADAR Systems <br>This is very interesting the way it works,",well put togeth aerospac defenc hardwar test consult work high frequenc radar system interest way work
2022-08-21 11:23:58,@BadIronTree,&lt;3,
2022-08-21 11:19:44,@mgilson,😍😍😍,
2022-08-21 11:12:39,@kieranhosty,"I&#39;ve seen explanations of how phased array antennas work using existing examples of military radars (which they call Active Electronically Scanned Arrays), but this video is perfect at explaining the fundamental concept of Phased arrays, especially offsetting phases, which has scarce details elsewhere on the internet. Well done, this video, and this entire channel is an achievement to be proud of!",ive seen explan phase array antenna work use exist exampl militari radar call activ electron scan array video perfect explain fundament concept phase array especi offset phase scarc detail elsewher internet well done video entir channel achiev proud
2022-08-21 11:10:38,@Krombopulos,Thank You for your hard work to educate us,thank hard work educ us
2022-08-21 10:59:06,@Theboredsheep,"An amazing video for sure, the explanations and concepts are mind blowing !! Great video !",amaz video sure explan concept mind blow great video
2022-08-21 10:54:25,@_NoName0,A comment for YouTube algorithm because that&#39;s an incredible video,comment youtub algorithm that incred video
2022-08-21 10:25:02,@nileshkumar3090,well explained ❤️<br>truly amazing content 😘,well explain truli amaz content
2022-08-21 10:15:24,@darshitagarwal4801,one of the most underrated channels in yt community...i pray that you guys deserve a hell lot of reach and you guys rightfully deserve so i loved the explanation and animation,one underr channel yt communityi pray guy deserv hell lot reach guy right deserv love explan anim
2022-08-21 10:07:46,@musicman53,"This is a stunningly good explanation, huge thanks from this retired nerd! . Its amazing how simple and reliable SpaceX have made this highly complex technology to use. I know a few people here in NZ with Starlink, and it absolutely rocks for our relatively tiny rural population. One friend had his zero-techie wife unbox and set it up, and within 5 mins they had 250 Mbps. And even the US military were gobsmacked by how SpaceX managed to drop in 000&#39;s of terminals into the Ukraine military 2-3 days after the war broke out, and completely neutralise Russian&#39;s prior mega attack on the Ukrainians&#39; Viasat satellite military comms system. The Ukraine military now have the world&#39;s best integrated comms system for weapons targeting and control, and Starlink is one of the key reasons (along with Ukrainian tech brilliance). The Russians also tried to radio-jam the Starlink terminals, but Starlink downloaded a patch to all terminals immediately to stop this jamming in its tracks. Starlink is now Ukraine&#39;s military backbone as well as providing wifi internet to 100,000+ Ukrainians in areas where the Russians have destroyed the mobile infrastructure. And, amazingly, these hugely complex terminals can all run off a 12V vehicle cigarette lighter.",stunningli good explan huge thank retir nerd amaz simpl reliabl spacex made highli complex technolog use know peopl nz starlink absolut rock rel tini rural popul one friend zerotechi wife unbox set within min mbp even us militari gobsmack spacex manag drop termin ukrain militari day war broke complet neutralis russian prior mega attack ukrainian viasat satellit militari comm system ukrain militari world best integr comm system weapon target control starlink one key reason along ukrainian tech brillianc russian also tri radiojam starlink termin starlink download patch termin immedi stop jam track starlink ukrain militari backbon well provid wifi internet ukrainian area russian destroy mobil infrastructur amazingli huge complex termin run v vehicl cigarett lighter
2022-08-21 10:06:16,@omblauman,"I think this is a really poor, often wrong (on the antenna gain for example) , explanation of how a phased array antenna (an old concept) work, wikipedia does a much better work at it. On the other side it doesn&#39;t tell you of the most original aspects of the starlink project. A bad educational video example.",think realli poor often wrong antenna gain exampl explan phase array antenna old concept work wikipedia much better work side doesnt tell origin aspect starlink project bad educ video exampl
2022-08-21 09:46:47,@arlolockheart,This is crazy stuff!,crazi stuff
2022-08-21 09:31:09,@FreeCircuitLab,What is &quot;creator&#39;s comments&quot; in the first place?,creator comment first place
2022-08-21 09:12:53,@bsce-1bdanielbanes559,What a great video,great video
2022-08-21 09:11:22,@Sonnell,"Wow, really outstanding content!!!",wow realli outstand content
2022-08-21 08:21:03,@lewisgareen9958,Deep,deep
2022-08-21 08:12:52,@mao-rasta-long,Amazing,amaz
2022-08-21 08:01:09,@makasii,"<a href=""https://www.youtube.com/watch?v=qs2QcycggWU&amp;t=1314"">21:54</a> this video also exPLANES how mid-flight internet works 😜",video also explan midflight internet work
2022-08-21 08:01:03,@kachgallian,Mind .... Blown away.,mind blown away
2022-08-21 07:53:26,@hritikroushan6068,I am out of words to thank you for an incredible and knowledge full content.<br>Lots of love and respect from India.,word thank incred knowledg full contentlot love respect india
2022-08-21 07:43:22,@nijilraj6536,mindBlown !! ..,mindblown
2022-08-21 07:39:55,@Dominik-ui1zn,"Unbelievable explanations and animations! Congrats on all the effort that went i to making this, please make more 😃",unbeliev explan anim congrat effort went make pleas make
2022-08-21 07:38:57,@karkiabhishek,You guys rock!,guy rock
2022-08-21 07:37:54,@karkiabhishek,Mind = Blown,mind blown
2022-08-21 07:12:56,@cwaldrip,I always appreciate your videos!,alway appreci video
2022-08-21 07:12:09,@Kungur.u,Mind blown,mind blown
2022-08-21 07:06:05,@Parirash123,Very good. Thanks for making,good thank make
2022-08-21 06:21:20,@abhilashpani5764,Very good video,good video
2022-08-21 06:19:32,@aritrap3303,please make a video on orbital angular momentum radiowaves,pleas make video orbit angular momentum radiowav
2022-08-21 06:00:14,@kamalacharya4608,Just commenting becaue the video is awesome &lt;3,comment becau video awesom
2022-08-21 05:56:30,@ayushmi77al,"Thats the best explanation I&#39;ve ever seen on your  channel, appreciate your efforts",that best explan ive ever seen channel appreci effort
2022-08-21 05:37:05,@sinchans.6019,Just astounded by the details presented in this video. This is worth a collection of whole lectures in Electronics &amp;  Communication. Too good....🙌,astound detail present video worth collect whole lectur electron commun good
2022-08-21 05:31:06,@thelion1944,Love it!,love
2022-08-21 04:57:43,@ilkertemir,Fascinating video! Thank you for this!,fascin video thank
2022-08-21 04:54:17,@ChathuraJayasundaraIMD,thankyou. we need more❤,thankyou need
2022-08-21 04:39:10,@mayurchavan7080,Salute to efforts ✅💯💯,salut effort
2022-08-21 04:32:27,@optroncordian7863,"Curiously, by using the phase array technology, dishy can form two or three beams at once. However, the collective transmit power will be distributed between them proportionally, thus the transmit power of one beam will be less.",curious use phase array technolog dishi form two three beam howev collect transmit power distribut proport thu transmit power one beam less
2022-08-21 04:06:17,@josephjeon804,This channel is way too underrated,channel way underr
2022-08-21 04:01:55,@Vijay-bv3cp,Brilliant video explaining such a complex topic in very easy way.,brilliant video explain complex topic easi way
2022-08-21 03:48:15,@JiahnWeiLin,"Very informative! Yet the animated wavefronts beamformed by the phased array antenna targeting to LEO satellites should have behaved in more planar wavefront look, instead of in a divergent wavefront look after all array elements being kind of phase-aligned spatially over the planar wavefront aiming to the target. Thanks.",inform yet anim wavefront beamform phase array antenna target leo satellit behav planar wavefront look instead diverg wavefront look array element kind phasealign spatial planar wavefront aim target thank
